,A375_SKIN,A549_LUNG,HEPG2_LIVER,HT29_LARGE_INTESTINE,MCF7_BREAST,PC3_PROSTATE,YAPC_PANCREAS
CT47B1,0,0,0,0,0,0,0
ATG10-IT1,0,0,0,0,0,0,0
HNRNPA1P22,0.03,0,0.03,0,0,0,0
SNX2P2,0.25,0,0,0,0,0,0
LINC00427,0,0,0,0,0,0,0
LINC02559,0,0,0,0,0,0,0
KCNMA1-AS1,0.02,0.09,0,0,0,0.64,0
KRT43P,0,0,0,0,0,0,0
GCNT1P1,0.04,0.05,0.02,0,0.08,0,0
TRIM26BP,0,0,0,0,0.03,0,0
RPS24P1,0,0,0,0,0,0,0
PKMP1,0.49,0.31,0.15,0.37,0.39,0.53,0.67
LINC02195,0,0,0,0,0,0,0
MTND2P40,0.04,0,0.06,0,0.08,0.06,0.49
RRM2P2,0,0,0,0,0.16,0,0
LINC01945,0.07,0,0,0,0,0,0
EIF2S2P3,0.32,0.18,0.02,0.14,0.18,0.03,0.45
GPS2P1,0.06,0.29,0.05,0,0.27,0.07,0.09
LINC01744,0,0,0,0,0,0,0
LINC00896,0.05,0.03,0.02,2.09,0.01,0.03,0.3
CD24P1,0,0,0,0,0,0,0
SIX3-AS1,0,0.23,0,0,0,0.03,0
ATP13A5-AS1,0,0,0,0,0,0,0
RPL21P133,0,0,0,0,0,0,0
LINC01231,0,0,0,0,0,0,0
KLF2P4,1.46,0,0.11,0.03,0.16,0,0
LINC01424,0.61,0.11,0.24,0.1,0.29,0.35,0
GPC6-AS1,0,0,0,0,0,0,0
NPAP1P4,0,0,0,0,0,0,0
NPM1P40,0,0.07,0.04,0,0.03,0,0.07
ARF4P2,0,0,0,0,0.12,0,0
KPNA2P1,0.02,0.07,0,0.04,0.01,0.04,0.05
LINC01695,0.11,0,0,0.01,0.01,0,0.6
RPS12P4,0.29,0.14,0.22,0,0,0.1,0.19
H3P36,0,0.13,0,0,0,0,0.37
RC3H1-IT1,0,0,0,0,0.08,0,0
ZNF863P,0,0,0,0,0,0,0
HNRNPA1P54,0.01,0,0.01,0,0.01,0,0
VN2R9P,0,0,0,0,0,0,0
MED28P7,0,0.26,0.13,0.1,0.06,0.12,0.44
MYCL-AS1,0,0.03,0,0.05,0,0,0.37
RNF217-AS1,0.02,0.04,0,0,0,0.01,0.1
RPS27AP7,0,0.1,0,0.13,0,0,0
RPL13AP5,247.66,241.72,167.56,275.08,169.79,153.69,99.14
ASNSP3,0,0,0,0,0.03,0.03,0
BCL2L1-AS1,0,0,0,0.4,0,0,0
IFITM3P1,0.32,0.31,0.48,0.37,0.1,0.97,0
YWHAQP5,0,0,0.02,0,0,0,0
HNRNPA3P5,7.16,4.87,1.54,2.97,5.88,2.38,8.49
TCF3P1,0.08,0,0.01,0,0.08,0.09,0
HNRNPA1P73,0.03,0.02,0,0,0,0,0
RAD23BP1,0.08,0.1,0.05,0.03,0.03,0.02,0.1
SNRPGP14,0,0,0,0,0,0,0
STARD13-AS,2.4,0.56,0.43,0.07,0.13,0.7,0
PRPF38AP2,0.1,0.06,0,0,0.03,0,0
MTATP6P4,0,0,0,0,0,0,0
UST-AS2,0,0,0,0,0,0,0
S100A11P2,0,0,0,0,0.37,0,0
RPS27AP14,0,0,0,0,0,0,0
MED15P5,0,0,0,0,0,0,0.13
CRLF3P1,0,0,0,0,0,0,0
IGHD7-27,0,0,0,0,0,0,0
ELOCP26,0,0,0,0,0,0,0
RANP1,4.9,8.16,2.48,3.63,3.71,5.44,4.66
LYPLA2P3,0,0,0,0,0,0,0
EEF1DP8,0,0,0,0,0,0,0
EIF4A1P6,0.02,0.03,0.02,0,0.02,0,0.03
ZNF853,1.82,0.77,3.05,0.04,0.16,0.44,2.73
SOCS5P1,0,0,0,0,0,0,0
LINC02556,0,0,0,0,0,0,0
KRTAP19-11P,0,0,0,0,0,0,0
BAK1P2,0,0,0,0,0,0.05,0
PITPNA-AS1,47,39.52,15.66,18.84,38.38,18.57,14.49
XKRYP3,0,0,0,0,0,0,0
MTND5P17,0,0,0,0,0,0,0
LINC02540,0,0,0,0,0,0,0
IFNA4,0,0,0,0,0,0,0
LAMTOR5P1,0,0,0,0,0,0,0
LINC02810,0,0,0,0,0,0,0
DLX2-DT,0.21,0.02,0.07,0,0.07,0.1,0
LINC01923,0,0,0,0,0,0,0
SLC6A14P3,0,0,0,0,0,0,0
FRGCA,0,0,0.1,0.15,0,0.54,1.16
POTEH-AS1,0,0,0,0,0,0,0
RPL27AP3,0,0,0,0,0,0,0
KRT18P5,0.51,0.09,0.45,0.84,0.22,0.03,0.09
PRKG1-AS1,0.23,0.82,0.32,1.23,0.59,1.65,1.16
MTX1P1,0.1,0,0,0,0.16,0,0
SETD4-AS1,0.11,0,0,0,0,0,0
LINC00347,0.1,0,0,0,0,0,0
RPL23AP24,1.56,0.53,0.29,1.35,0.04,0.69,1.88
DSTNP5,0,0,0,0,0,0,0
MAP3K2-DT,0.38,0.45,0.87,1.17,0.01,0.01,0
HMGA1P1,0.03,0.06,0,0.53,0,0,0.08
BZW1P1,0,0,0.02,0,0.07,0.02,0.03
MTCO2P21,0,0,0,0,0,0,0
NDUFA4P2,0,0,0,0,0.37,0,0
MTCO1P10,0.01,0,0,0,0,0,0
HNRNPA1P47,0.03,0,0,0,0,0,0
EIF1AXP1,6.49,5.64,3.37,8.19,3.08,4.12,4.99
ARHGEF38,0.01,0.03,0,3.86,0.24,0.41,2
LINC01010,0.06,0.04,0.04,0.02,0,0,0
MYB-AS1,0,0,0,0.27,0.24,0.08,0
CNOT4P1,0,0,0,0,0,0,0
SDK1-AS1,0,0,0.07,0,0.63,0,0
DAPK1-IT1,0,0,0,0,0,0,0
SMAD9-IT1,0,0,0.14,0,0,0,0
LINC01844,0.36,0,0.02,0.01,0,0,0.07
RBMY2QP,0,0,0,0,0,0,0
OVAAL,0.07,0.03,0.03,0,0,0.01,0
LINC01741,0,0,0,0,0,0,0
RPL31P63,0.69,0.5,1.53,1,1.02,0.35,2.68
UQCRC2P1,0,0,0,0,0,0,0
GAGE12B,0,0,0,0,0,0,0
CLIC4P1,0.62,0.06,0.06,0,0,0.12,0.32
YRDCP2,0,0,0,0.34,0.04,0.04,0
LINC01282,0,0,0,0,0,0,0
LINC01186,0.69,2.84,3.18,2.79,0.26,1.56,3.34
MKLN1-AS,4.45,10.95,2.68,4.19,1.14,2.55,1.51
MTUS2-AS2,0,0,0,0,0,0,0
CTAGE9,0,0,0.07,0.49,0.12,0.03,0
RPL19P16,0,0.16,0.11,0.16,0.05,0.05,0
TRMT112P4,0,0,0,0,0,0,0
COX7A2P2,0,0,0,0,0,0,0
LINC02659,0,0,0,0,0,0,0
RPL21P23,0,0.09,0.25,0,0.08,0.15,0.28
INTS6-AS1,1.94,0.85,0.69,1.02,1.42,0.87,1.85
LINC01829,0,0.06,0,0,0,0.04,0
ZNF593OS,0.47,0.17,0.57,0.44,0.35,0.29,0
RPS15AP27,0,0,0,0,0,0,0
SDR42E1P5,0,0,0,0,0,0,0
TSPY15P,0,0,0,0,0,0,0
LINC00299,0,0,0,0.09,0.01,0.01,0.13
OR2AI1P,0,0,0,0,0,0,0
BCRP8,0,0,0,0.58,0.33,0.29,0
CNTNAP2-AS1,0.01,0,0,0,0,0,0
SPA17P1,0,0,0,0,0,0,0
LINC02626,0,0,0,0,0.14,0,0
RPL24P8,3.67,3.24,1.54,3.89,1.67,2.98,4.83
SDAD1P4,0,0,0,0,0.6,0,0
RPS3AP12,0,0,0.03,0,0,0.07,0
RPL7AP15,0,0,0.26,0,0.03,0.03,0
SNX25P1,1.54,1.05,0.63,1.46,0.62,0.03,2.21
ELOA-AS1,7.53,1.86,5.09,5.75,3.18,5.73,3.96
GAPDHP2,0,0.07,0.09,0.07,0.15,0.07,0.48
BTF3P8,0.08,0.14,0,0,0.38,0,0
ANKRD20A7P,0,0.01,0.2,0.01,0,0.01,0.48
ARL5AP2,0,0,0,0,0,0,0
LINC01563,0.42,0.03,0,0,0,0,0
NMBR-AS1,0,0,0,0,0,0,0
BCYRN1,0.09,0.23,0.26,0.56,0.77,0.44,0.55
RAB28P2,0,0,0,0,0.02,0,0
LINC00529,0,0,0,0,0,0,0
DMD-AS3,0,0,0,0,0,0,0
CBR3-AS1,0.77,0.48,0.06,0.74,8.76,2.13,7.69
YME1L1P1,0,0,0,0,0,0,0
CBY1P1,0,0,0,0,0,0,0
LINC00421,0.08,0,0,0,0,0,0
PCYT1B-AS1,0,0,0,0,0,0,0
RPL23AP95,0,0,0,1.03,0,0,0
LINC01474,0,0.53,0,0.16,0.05,0,0
SSBL2P,0.12,0.08,0.13,0.03,0.18,0.07,0.04
OR2R1P,0,0,0,0,0,0,0
RAP1BP1,0,0,0,0,0,0,0
NIFK-AS1,8.38,3.2,7.46,4.21,3.77,2.98,1.67
RPL39P29,0,0,0,0,0,0,0
BET1-AS1,0,0,0,0.09,0,0.06,0
RPS20P24,0,0,0,0,0,0,0
RPL23AP23,0,0,0.16,0.12,0.07,0,0
ZKSCAN7-AS1,0.11,0,0,0,0,0.08,0
POMPP1,0,0,0,0,0,0,0
LINC00106,1.08,0.2,0.55,1.48,1.97,0.74,2.48
PPIAP36,0,0,0,0,0,0,0
DDX11L5,0,0.01,0,0,0,0.02,0
TMSB4XP1,0,0,0,0,0,0,0
SETD6P1,0,0,0,0,0,0,0
MTATP6P26,0.16,0,0,0.2,0.2,0,0.54
RPS26P57,0,0,0,0,0,0,0
LINC01554,0.1,0.04,0.09,0,0.06,0.01,0.15
RPS20P5,0,0,0,0,0,0,0
ASS1P7,0,0,0.02,0,0.02,0,0
TIMM9P1,0,0,0,0,0,0,0
MIR600HG,1.53,0.93,3.05,3.79,5,0.75,1.14
LINC02827,0,0.03,0,0.06,0.13,0.14,0.42
OR2P1P,0,0,0,0,0,0,0
RPS13P3,0,0,0,0,0,0,0
LINC01852,1.36,0.43,0.88,0.85,0,0.73,0.48
CLCA4-AS1,0,0,0,0,0,0,0
DNAJA1P2,0,0,0,0,0,0,0
PHKG1P3,0,0,0,0,0,0,0
LINC01378,0,0,0,0,0,0,0
RPL35AP37,0,0,0,0,0,0,0
SDHDP4,0,0,0,0,0,0,0
CEACAMP8,0,0,0,0,0,0,0
PTGES3P4,0,0,0,0,0,0,0
BAALC-AS2,0,0,0,0,0,0,0
MIX23P2,0,0,0,0,0,0,0
HNRNPA1P70,0,0,0,0,0,0,0
LINC01774,0,0,0,0,0,0,0
ZDHHC20-IT1,0,0,0,0.55,0.08,0.08,1.38
NF1P8,0.71,0,0,0.02,0.01,0,0
SULT1D1P,0,0,0,0,0,0,0
LINC01141,0,0,0.03,0,0,0,0
OR52N3P,0,0.02,0,0,0,0,0
GGT8P,0,0.26,0,0,0,0,0
FABP5P1,0,0,0,0,0,0,0
GAPDHP51,0.08,0,0,0,0,0,0
LINC02814,0,0,0,0.08,2.02,0,0
ANKRD44-IT1,0,0,0,0,0,0.02,0
C3orf84,0,0,0,0,0,0,0
OR10G9,0,0,0,0,0,0,0
BLOC1S2P1,0,0,0,0,0,0,0
NDUFA5P8,0,0,0,0,0,0,0
CTDSPL2P1,0,0,0,0,0,0,0
EDRF1-AS1,2,0.59,0.53,0.86,1.85,0.51,1.93
RPL12P12,1.46,2.07,0.39,0.86,1.51,0.63,1.53
GAPDHP21,0.03,0.02,0,0,0.04,0.37,0
YBX1P9,0,0,0,0,0,0,0
MLIP-IT1,0,0,0,0,0,0,0
ATP2B2-IT1,0,0,0,0,0,0,0
PTMAP6,0,0,0,0,0,0,0
WASF3-AS1,0.04,0,0,0,0,0,0
ZNRF2P1,0.34,0.2,0.71,1.64,1.23,0.49,0.6
HIGD1AP15,0,0,0,0,0,0,0
KRT18P52,0,0,0,0,0,0.08,0
LAPTM4BP1,0.05,0,0,0,0,0.04,0
GLIS3-AS1,0,0,0,0,0,0.04,4.36
LINC01812,0.49,0,0,0,0,0.07,0
LRRFIP2P1,0,0,0,0,0,0,0
IGHD1-20,0,0,0,0,0,0,0
USP9YP3,0,0,0,0,0,0,0
RPL21P33,0,0,0,0,0,0,0
PARD6BP1,0,0.19,0,0.35,0.18,0,0
RPSAP7,0,0,0,0,0,0,0
CASP3P1,0,0,0,0,0,0,0
ZEB1-AS1,3.73,2.55,2.96,3.83,3.63,1.83,2.91
NDUFA6-DT,2.43,0.53,0.98,1.67,2.36,0.88,3.86
USP17L8,0,0,0,0,0,0,0
RPS28P4,0,0,0.39,0,0.03,0,0
DPH3P2,0,0,0,0,0,0,0
RPL27P8,0,0,0,0.16,0,0,0
MICG,0,0,0,0,0,0,0
TTTY12,0,0,0,0,0,0,0
RPL34P1,0.2,0,0,0,0.13,0.13,0
FUCA1P1,0,0,0,0,0.04,0,0
PRMT5-AS1,0.46,0.32,0.15,0.48,0.9,0.94,0.67
MTCO1P48,0,0,0,0,0,0,0
LINC02087,0.03,0,0,0,0,0,0
MMEL1-AS1,0,0,0,0,0,0,0
EIF3IP1,0,0,0,0,0,0,0
NANOGP4,0,0,0,0.04,0,0,0
RPL5P2,0,0,0,0,0,0,0
RPL38P2,0,0,0.75,0,0,0,0.17
EHMT2-AS1,0,0,0,0,0,0,0
COX5BP6,0,0,0.67,0,0,0,0
PCNPP4,0,0,0,0,0,0,0
MKRN8P,0,0,0,0.05,0.02,0,0.21
LINC01065,0,0,0,0,0,0,0
GYG1P2,0,0,0,0,0,0,0
FABP5P15,0,0,0,0,0,0,0
RPL21P111,0,0,0,0,0,0,0
TAAR9,0,0,0,0,0,0,0
IGHJ3P,0,0,0,0,0,0,0
CYP2F2P,0,0,0.02,0,0.12,0,0
LINC01056,0,0,0,0,0,0,0
PIEZO1P2,0,0,0,0,0,0,0
MTND2P11,0,0,0,0,0,0,0
HAND2-AS1,0.25,0.02,0.02,0.01,0,0,0
LINC02652,0,0,0,0,0,0,0
MTCYBP34,0,0,0,0,0,0,0
MRPS6P2,0,0,0,0,0,0,0
RASGRP3-AS1,0,0.48,0,0,0,0.57,1.61
DDX10P1,0.02,0.02,0,0.02,0,0.01,0
C4orf51,0,0,0,0,0,0,0
HUNK-AS1,0,0,0,0,0,0,0
RPS26P41,0,0,0,0,0.24,0,0
HSPE1P16,0,0,0,0,0,0,0
DNAJC19P1,0,0,0,0,0,0,0
HIGD1AP2,0.39,0,0,0,0,0,0
ZNF503-AS2,3.24,1.66,7.55,2.41,1.05,8.75,2.48
MCFD2P1,0,0,0,0,0,0.24,0
CNTFR-AS1,0,0,0,0,0,0,0
RPS20P9,0,0,0,0,0.12,0,0
SLC25A15P2,0,0,0,0,0,0,0
LINC01792,0,0.01,0.02,0,0.03,0.22,0
RPL12P27,0,0,0,0,0,0,0
RPS7P15,0,0,0,0,0,0,0
B3GNT9,0.18,2.62,1.44,2.21,1.61,1.38,7.04
NME1P1,0,0,0,0,0,0,0
H3P7,0,0,0.11,0,0,0,0
LINC01797,0.04,0,0,0,0,0,0
CYP46A4P,0,0,0,0,0,0,0
PRKAR1B-AS1,0.26,0.22,0.04,0,0,0,3.25
KRTAP9-10P,0,0,0,0,0,0,0
VN1R66P,0,0,0,0,0,0,0
NR2F1-AS1,1.87,3.59,0.94,3.93,0.1,15.74,29.86
CDKN2AIPNL,55.96,48.81,28.07,27.91,48.03,25.37,33.85
SNAI1P1,0,0,0,0,0,0,0
DLGAP5P1,0,0,0,0,0,0,0
IGHD1-7,0,0,0,0,0,0,0
ZBTB40-IT1,0,0,0.29,0,0.26,0,0
RPL7P34,0,0,0,0,0,0,0
IMPDH1P4,0.05,0,0.04,0,0,0.01,0
RBM17P3,0,0,0,0,0,0,0.14
SETP4,0,0.05,0,0.04,0,0,0
RPL23AP22,0,0,0,0,0,0,0
DEFB131D,0,0,0,0,0,0,0
PPEF1-AS1,0,0,0,0,0,0,0
LINC01968,0.01,0,0,0.18,0.06,0.14,0.82
SULT1C2P1,0,0.01,0,0,0,0,0.71
OR13K1P,0.03,0,0,0,0,0,0
RPS3AP39,0,0,0,0.05,0,0,0
KRTAP2-5P,0,0,0,0,0,0,0
ZNF295-AS1,0.04,0.07,0.05,0.08,0.14,1.06,0.19
TMEM26-AS1,0,0,0,0,0,0,0.16
TRDD2,0,0,0,0,0,0,0
BMS1P10,10.5,5.17,1.98,4.17,2.18,2.58,9.77
BTF3P15,0,0,0,0,0,0,0
CREB3L2-AS1,0,0,0,0,0.05,0,0
MBD3L5,0,0,0,0,0,0,0
LINC00987,0.68,0,0.01,0.06,0.04,0,0.03
MMADHCP1,0,0,0,0,0,0,0
TRBV30,0,0.2,0,0,0.08,1.2,0.89
PGAM3P,0,0,0,0,0,0,0
MTND2P8,0,0,0,0,0,0,0
ZNF133-AS1,0,0,0,0,0,0,0
PPIAP67,0,0,0,0,0,0,0
MAPK6P3,0.06,0.05,0.02,0.26,0.02,0.02,0
FTH1P11,1.7,9.47,2.14,4.3,2.52,7.1,3.54
LINC01810,0,0,0,0,0,0,0
LINC01519,0,0,0,0.01,0,0,0
RBMY2TP,0,0,0,0,0,0,0
OR51R1P,0,0,0,0,0,0,0
RSL24D1P8,0.27,0,0,0,0,0,0
GTF3AP1,0,0,0,0,0,0,0
S100A11P10,0,0,0,0,0,0,0
ANO7L1,1.78,1.01,0.15,0.91,1.52,1.44,1.2
RLIMP2,0,0,0,0,0,0,0
H3P2,0.15,0,0,0,0,0,0
CATIP-AS2,0,0,0.12,0.19,0,0,0
LINC00851,0,0,0,0,0,0,0
HNRNPA1P2,0.03,0.02,0.02,0,0,0.03,0
CARD11-AS1,0,0,0,0,0.02,0,0.14
CKMT1B,0.63,2.29,0.71,7.43,45.93,6.71,17.34
LINC01343,0,0,0,0,0,0,0
LINC01732,0,0.06,0,0,0,0,0
EIF4BP9,0,0,0.01,0,0,0,0.03
SMG1P1,13.62,6.91,17.8,20.7,13.58,2.11,37.74
TTN-AS1,0.02,5.75,2.67,0.2,4.17,2.36,11.25
MTCO1P19,0,0,0,0,0,0,0
OFD1P11Y,0,0,0,0,0,0,0
HIGD1AP8,0,0,0,0,0.26,0,0
HSPE1P22,0,0,0,0,0,0,0
SRRM1P3,0.03,0.03,0.03,0.19,0.03,0.01,0.04
MTND2P6,0,0,0,0,0,0,0
GS1-124K5.4,8.69,4.41,4.96,0.56,4.36,2.85,1.78
RPL12P39,0,0,0,0,0,0,0
RPL7L1P10,0,0,0,0,0,0,0
UPP2-IT1,0,0,0,0,0,0,0
RAI1-AS1,0,0,0,0,0.03,0,0
RNF223,0.04,0.06,0.01,1.02,11.5,7.85,10.96
XIAP-AS1,0,0,0,0,0.07,0,0
ELAVL4-AS1,0,0,0,0,0,0,0
FTCD-AS1,0,0,0.07,0,0.13,0.07,0
LINC01502,0,0,0,0,0,0,0
SYP-AS1,0,0,0,0,0,0,0
CDC42P6,2.27,3.19,1.29,2.23,1.36,2.14,3.1
ITPK1P1,0.06,0.02,0.03,0.27,0.28,0.02,0
LINC01358,0,0,0,0,0,0,0
PATE4,0.16,0,0,0,0.07,0.05,0.1
OR52S1P,0,0,0,0,0,0,0
CHCHD4P2,0.13,0,0,0,0,0,0
TUSC8,0,0,3.27,8.68,0.07,0,3.15
UNQ6494,0,0,0,0,0,0,0
BRWD1-IT1,0,0,0,0,0,0,0
CBX1P3,0,0,0,0,0,0.12,0
HOXD-AS2,1.26,0.62,0,0,0,2.69,0.32
NT5DC1P1,0,0,0,0,0,0,0
RPL21P121,0,0,0,0,0.07,0,0
CNN2P11,0,0,0,0,0,0,0
OR4A47,0,0,0,0,0,0,0
LNCNEF,0,0,0,0,0,0,0
HLA-DPA3,0,0,0,0,0,0,0
PITRM1-AS1,0.38,0.52,0.02,0.25,0.42,0.14,0.35
LINC01304,0,0,0,0,0,0,0
CAMTA1-IT1,0,0,0,0,0.12,0,0
NDUFA9P1,0.12,0.07,0.02,0.09,0.04,0.02,0
ART2BP,0,0,0,0,0,0,0
NRXN2-AS1,0,0,0,0,0,0,0
PRSS56,0,0.01,0.02,0,0,0,0
MGC27382,0,0,0,0.02,0,0.24,0
NRBF2P3,0.07,0.03,0.03,0.04,0.11,0,0.05
XRCC6P1,0.08,0.07,0.06,0.05,0.01,0.05,0.04
LINC01522,0,0,0,0,10.66,0,0.96
FOXD2-AS1,3.5,0.92,1.48,3.18,1.26,0.71,0.69
RPSAP2,0,0,0,0,0,0,0
ZIK1P1,0,0,0,0,0,0,0
TOMM22P1,0,0,0,0,0,0,0
ASH2LP2,0,0,0,0,0,0,0
RPS7P12,0,0,0,0,0,0,0
RPSAP11,0.03,0.03,0.06,0.08,0.13,0,0.1
LINC02790,0,0,0,0,0,0,0
CAMTA1-DT,0,0,0,0.16,0,0,0
ASS1P12,0.96,0.29,0.46,0.3,0.86,0.67,0.17
CECR7,4.94,1.82,0.02,0.01,0.01,0.01,0.12
ZNF737,4.51,0.06,1.46,1.41,4.61,0.28,0.14
RGL2,22.27,4.67,17.46,41.06,100.67,22.34,46.54
HNRNPA1P57,0,0,0,0,0,0,0
OR13D2P,0,0,0,0,0,0,0
RHEBP3,0,0,0,0,0,0,0
CDC27P2,0.03,0.03,0.03,0,0.03,0,0.02
TAAR4P,0,0,0,0,0,0,0
RPL23AP71,0,0,0,0,0,0,0
CDK2AP2P2,0.54,0,0,0.21,2.09,0,0
MEIOSIN,0.06,0.03,0.01,0.02,0.05,0,0.11
ID2B,0,0,0,0,0,0,0
LINC01351,0.4,0,0,0,0,6.99,0
TUBB4BP3,0,0,0,0,0,0,0
LINC01661,0,0,0,0,0.32,0,0
LRRC52-AS1,0.02,0,0,0,0,0,0
MTCO3P41,0,0,0,0,0,0,0
USP9YP35,0,0,0,0,0,0,0
TUBB8P10,0,0,0,0,0,0,0
DCLRE1CP1,0,0.02,0.07,0,0,0.05,0
RPL7P53,0,0,0,0,0,0,0
LINC01637,0.34,0.52,1.29,7.91,2.69,0.52,2.78
RPS27AP8,0,0,0,0,0,0,0
LINC01684,0.32,0,0,0,0.01,0,0
VN1R48P,0,0.06,0.11,0,0,0,0.08
C10orf143,0.18,0.07,0.03,0.09,0.29,0.07,0.66
RPS27AP17,0,0,0,0,0,0,0
LINC01409,3.23,1.49,2.92,2.88,3.2,1,3.78
OR2L9P,0,0,0,0,0,0,0
WAKMAR2,0.88,0.2,0.66,0.1,0.06,0.54,0.5
PKN2-AS1,0,0.03,0,0.05,0.26,0.1,0
RPSAP15,15.43,23.59,21.53,11.14,17.6,12.95,21.07
GPAT2P1,0,0,0.01,0,0,0.02,0
UNC5B-AS1,0.2,0,0,0,0.16,0.09,9.7
PTP4A1P7,0.08,0,0,0,0.06,0,0
SHISA9,0.01,0.02,0.02,0.03,2.83,0.02,0.07
DGCR5,0.1,2.44,0.18,0.09,0.43,0.35,1.61
OR7E24,0,0,0,0,0,0,0
NONOP2,0.56,0.5,2.05,0.92,1.67,0.18,1.07
LINC00857,5.13,9.15,0.5,8.01,0,26.02,17.59
TEX51,0,0,0,0,0,0,0
UQCR10P1,0,0,0,0,0,0,0
RPL36AP36,0,0,0,0,0,0,0
HLA-DQA2,11.86,0,0,0,0,0,0.03
MTCO3P17,0.08,0,0,0,0.06,0,0
XKRYP6,0,0,0,0,0,0,0
IGHJ2P,0,0,0,0,0,0,0
TTLL11-IT1,0.03,0.02,0,0.03,0.02,1.37,0
RPS6P3,0,0,0,0,0,0.04,0
LINC02567,0,0,0,0,0,0,0
KCND3-AS1,0,0,0,0,0,0,0
YWHABP1,0,0,0,0,0.03,0.04,0
CDY7P,0,0,0,0,0,0,0
LINC01497,0,0,0,0,0,0,0
TTTY21B,0,0,0,0,0,0,0
LINC02836,0,0,0,0,0,0,0
TUBAP1,0,0,0,0,0,0,0
LINC02862,0,0,0,0,0.1,0,0
LINC01856,0,0,0,0,0,0,0
PYY2,0.67,0.12,0.02,0.03,0.79,0.59,0.32
LINC01888,0,0,0,0,0,0,0
LINC01514,0,0,0,0,0,0,0
GCSHP3,1.06,1.74,1.73,0,0.32,1.38,0
RPL34P8,0,0,0,0,0,0,0
RAC1P4,0.07,0,0,0,0,0,0
LINC00407,0,0,0,0,0,0,0
HMGN1P32,0,0,0,0,0,0,0
IGKV1OR10-1,0.24,0,0,0,0,0,0
LINC01275,0.18,0.36,0.65,0,0.1,0.18,0.2
HMGB3P12,0,0,0,0,0,0,0
DYRK3-AS1,0.19,0.2,0.14,0,0.13,0.5,0
OR4C50P,0,0,0,0,0,0,0
FAM138A,0,0,0.02,0,0,0,0
USP9YP32,0,0,0,0,0,0,0
BTBD7P2,0,0,0,0,0,0,0
OR3B1P,0,0,0,0,0,0,0
GCNT1P5,0,0,0,0,0,0,0
OR9A1P,0,0,0,0,0,0,0
ELOCP18,0.23,0,0,0,0,0,0
NICN2P,0.11,0,0,0,0,0,0
OXCT2P1,1.45,0.08,0,0.19,0,0.05,0
MTCO2P19,0,0,0,0.08,0,0,0.54
UQCRHP2,0,0,0,0,0,0,0
NIFKP9,0,0,0,0,0,0,0
PARK7P2,0.14,0,0.11,0.08,0,0,1.07
S100A11P1,0,0,0,0,0,0,0
DUX4L29,0,0,0,0,0,0,0
ANKRD26P3,0,0,0,0,0,0,0
FRY-AS1,0.05,0,0.39,0.18,0,0,0
LINC02245,0,0,0,0,0,0,0
RPL28P2,1.54,0.52,0.59,2.08,2.14,0.65,3.41
HMGB3P5,0,0,0,0,0.05,0.05,0
HLCS-IT1,0.08,0,0,0,0.06,0.24,0
KIFC1,41.66,26.5,31.33,37.76,40.26,43.13,40.48
OR11Q1P,0,0,0,0,0,0,0
C2orf74,13.02,19.56,8.88,0,15.48,21.19,33.74
RNASEH2CP1,0,0,0,0,0,0,0
TNIP2P1,0,0,0,0,0,0,0
SOCS2P1,0,0,0,0,0,0,0
DNAJC19P7,0,0,0,0,0,0,0
LINC00316,0,0,0,0.13,0.08,0.16,0
GRM7-AS2,0.08,0,0,0,0,0,0
LINC01115,0,0,0,0,0.06,0,0
RPS15AP38,1.78,1.72,1.7,0.54,2.54,1.14,3.18
LINC01866,0,0,0,0,0,0,0
GAGE12C,0,0,0,0,0,0,0
KRR1P1,0.08,0.03,0,0.1,0.03,0,0
GSTA7P,0,0.1,0.09,0,0,0,0
TEX36-AS1,0,0,0,0,0,0,0
RPL30P4,0.23,0.26,0.17,0,0.62,0.59,0.28
VDAC1P11,0.17,0,0,0.31,0.05,0,0.54
PRKCIP1,0.08,0.07,0.02,0.09,0.24,0.08,0.02
RPSAP35,0,0,0,0,0,0,0
SCIRT,0.76,0.9,0.85,0.03,0.15,0.15,7.19
LINC00686,0,0,0,0,0,0,0
IFNWP2,0.07,0.16,0.05,0.16,0,0,0
IRGM,0,0,0,0,0,0,0
PRAMEF33,0,0,0,0,0,0,0
ATP5PFP1,0,0,0,0,0,0,0
TRBV3-1,0,0,0,0,0,0,0
TRIM51EP,0.02,0,0,0,0,0,0
SPIN2P1,0.04,0,0.03,0,0,0,0.06
EEF1A1P28,0,0,0,0,0,0,0
MTCO3P11,0,0,0,0.05,0.09,0.03,0
P4HA2-AS1,0,0,0,0,0,0,0
MTND1P29,0,0,0,0,0.05,0,0
CAMTA1-AS2,0,0,0,0,0.21,0,0
RPS5P8,0,0.1,0.05,0,0.09,0.05,0.17
RNGTTP1,0,0,0,0,0.03,0,0
CT75,0.07,0,0.02,0.14,8.02,0,1.54
DCTN1-AS1,0.12,0,0.01,0,0.01,0.06,0
RNF216-IT1,0,0,0,0,0,0,0
NPAP1P3,0,0,0,0,0,0,0
FBP2P1,0,0,0,0,0,0,0
RPL22P8,0,0,0.16,0,0,0.42,0
ZNF101P1,0,0,0,0,0,0,0
UQCRBP1,0.68,3.21,1,0.79,1.67,2.15,1.36
KCNH7-AS1,0,0,0,0,0,0,0
LINC01143,0.06,0,0,0,0.26,0,0.08
NCKAP1P1,0,0,0,0,0,0,0
